mp-id, label, stoichiometry
mp-1018100,0, Al: 2.0;Sb: 2.0
mp-1018115,3.7587, Pb: 2.0;S: 2.0
mp-10182,0.1374, Li: 1.0;Zn: 1.0;P: 1.0
mp-1018275,0.1791, Ga: 2.0;P: 2.0
mp-1018630,0.658, Ca: 1.0;Be: 2.0;As: 2.0
mp-1018639,1.2774, Ti: 1.0;Sn: 1.0;O: 3.0
mp-1018650,0, Ba: 2.0;Cl: 1.0;F: 3.0
mp-1018659,0.048, Ce: 2.0;O: 4.0
mp-1018664,0.0924, Ce: 2.0;O: 4.0
mp-1018678,0, Cs: 1.0;H: 1.0;S: 1.0;O: 3.0
mp-1018716,0.2541, Hf: 2.0;N: 4.0
mp-1018719,0.1769, Hf: 1.0;Ta: 1.0;N: 1.0;O: 3.0
mp-1018722,0.044, Hg: 3.0;Se: 3.0
mp-1018731,0, Ho: 2.0;S: 2.0;I: 2.0
mp-1018737,0.029, K: 2.0;Mg: 2.0;P: 2.0
mp-1018752,0, La: 2.0;Te: 2.0;Cl: 2.0
mp-1018766,1.1983, Li: 3.0;La: 1.0;As: 2.0
mp-1018806,0, Mo: 2.0;Se: 2.0;S: 2.0
mp-1018807,2.0272, Mo: 2.0;Se: 4.0
mp-1018809,1.6726, Mo: 2.0;S: 4.0
mp-1018818,0, Nd: 2.0;Te: 2.0;Cl: 2.0
mp-1018888,0.489, Pd: 2.0;Cl: 4.0
mp-1018891,0.5492, Pd: 2.0;Cl: 4.0
mp-1018941,0, Pr: 2.0;Te: 2.0;Cl: 2.0
mp-1019089,0.0239, K: 2.0;Mg: 2.0;As: 2.0
mp-10191,0, Lu: 4.0;Mg: 2.0;Se: 8.0
mp-1019105,0, K: 2.0;Mg: 2.0;Bi: 2.0
mp-1019258,0, Sr: 2.0;F: 4.0
mp-1019322,1.9964, Te: 4.0;W: 2.0
mp-1019378,0, Al: 3.0;Ga: 1.0;N: 4.0
mp-1019379,0, Al: 1.0;B: 3.0;N: 4.0
mp-1019380,0, Al: 3.0;B: 1.0;N: 4.0
mp-1019508,0, Al: 1.0;Ga: 3.0;N: 4.0
mp-1019510,0, Al: 16.0;P: 16.0;O: 64.0
mp-1019515,0, Ba: 12.0;Ga: 12.0;N: 20.0
mp-1019516,0, Ba: 32.0;Ga: 8.0;N: 24.0;O: 8.0
mp-1019517,0.2065, Ba: 8.0;Mg: 2.0;Si: 4.0;N: 12.0
mp-1019520,0.1301, Ba: 6.0;Ca: 4.0;Si: 4.0;N: 12.0
mp-1019521,0.131, Ba: 12.0;Mg: 4.0;Ge: 4.0;N: 16.0
mp-1019527,0, Ba: 12.0;Y: 8.0;B: 24.0;O: 60.0
mp-1019530,0, Ba: 8.0;P: 8.0;O: 28.0
mp-1019531,0.0183, Ba: 2.0;Al: 4.0;Si: 6.0;N: 8.0;O: 8.0
mp-1019534,0, Ba: 4.0;Al: 16.0;O: 28.0
mp-1019537,0.0502, Ba: 2.0;Al: 2.0;Si: 8.0;N: 10.0;O: 6.0
mp-1019541,0, Ba: 1.0;Ca: 3.0;O: 4.0
mp-1019542,0, Ba: 8.0;Ca: 8.0;B: 16.0;O: 40.0
mp-1019544,0, Ba: 2.0;Zr: 2.0;O: 6.0
mp-1019548,0.0018, Ba: 4.0;Ge: 4.0;S: 24.0;O: 84.0
mp-1019550,0, Be: 4.0;Ge: 4.0;N: 8.0
mp-1019554,0, Ba: 4.0;Na: 4.0;B: 20.0;O: 36.0
mp-1019555,0, Ba: 2.0;Na: 2.0;Li: 6.0;B: 12.0;O: 24.0
mp-1019561,0, Ca: 4.0;Ge: 2.0;O: 8.0
mp-1019562,0, Ca: 4.0;Si: 2.0;O: 8.0
mp-1019563,0.0017, Ca: 4.0;Si: 2.0;O: 8.0
mp-1019565,0, Ca: 12.0;Ga: 8.0;Ge: 12.0;O: 48.0
mp-1019566,0.0474, Ca: 3.0;Zn: 1.0;Ge: 5.0;O: 14.0
mp-1019568,0, Ca: 4.0;Al: 8.0;Si: 4.0;O: 24.0
mp-1019576,0, Ca: 16.0;Si: 4.0;N: 16.0
mp-1019578,0.1585, Ca: 10.0;Si: 4.0;N: 12.0
mp-1019579,0.1864, Ca: 8.0;Mg: 24.0;Si: 8.0;N: 32.0
mp-1019583,0, Ca: 4.0;Al: 8.0;Si: 4.0;O: 24.0
mp-1019584,0, Ca: 4.0;Al: 8.0;Si: 4.0;O: 24.0
mp-1019589,0.0824, Ce: 3.0;Zr: 5.0;O: 16.0
mp-1019591,0.0084, Ce: 6.0;Zr: 2.0;O: 16.0
mp-1019595,0.0102, Ce: 5.0;Zr: 3.0;O: 16.0
mp-1019596,0.4177, Ce: 2.0;Zr: 2.0;O: 8.0
mp-1019600,0.1818, Ce: 2.0;Zr: 6.0;O: 16.0
mp-1019601,0.0946, Ce: 1.0;Zr: 7.0;O: 16.0
mp-1019603,0, Cs: 8.0;Ba: 4.0;P: 8.0;O: 28.0
mp-1019608,0.0039, Cs: 24.0;B: 8.0;O: 24.0
mp-1019610,0, Cs: 16.0;Mg: 8.0;Si: 40.0;O: 96.0
mp-1019612,0.0486, Cs: 16.0;Zn: 4.0;O: 12.0
mp-1019708,0, Cs: 4.0;Ba: 4.0;Li: 4.0;P: 8.0;O: 28.0
mp-1019713,0, Cs: 16.0;Si: 12.0;O: 32.0
mp-1019719,0, Cs: 8.0;Si: 16.0;B: 8.0;O: 48.0
mp-1019721,0, Cs: 16.0;Mg: 16.0;B: 16.0;O: 48.0
mp-1019723,0.0414, Cs: 2.0;Zn: 8.0;B: 6.0;O: 18.0
mp-1019740,0, Ga: 1.0;B: 3.0;N: 4.0
mp-1019741,0, He: 8.0;Si: 8.0;O: 16.0
mp-1019742,0, He: 4.0;Si: 4.0;O: 8.0
mp-1019743,0, Ga: 3.0;B: 1.0;N: 4.0
mp-1019744,0, K: 4.0;Al: 4.0;Si: 6.0;O: 20.0
mp-1019745,0, K: 4.0;Ca: 6.0;Si: 6.0;O: 20.0
mp-1019775,0.0527, K: 4.0;Ge: 2.0;S: 12.0;O: 42.0
mp-1019781,0, K: 4.0;Na: 6.0;P: 6.0;O: 20.0
mp-1019783,0.0052, K: 16.0;S: 16.0;O: 24.0
mp-1019784,0.0068, K: 8.0;S: 4.0;N: 8.0;O: 20.0
mp-1019789,0, K: 12.0;B: 4.0;S: 12.0;O: 48.0
mp-1019791,0, K: 4.0;Zn: 2.0;P: 8.0;O: 24.0
mp-1019796,0, K: 8.0;P: 4.0;O: 14.0
mp-1019802,0, K: 2.0;Al: 2.0;P: 8.0;O: 24.0
mp-1019804,0, K: 4.0;B: 4.0;S: 8.0;O: 32.0
mp-1019808,0, K: 6.0;Be: 12.0;B: 18.0;O: 42.0
mp-1019888,1.4362, K: 1.0;Na: 2.0;B: 1.0;N: 2.0
mp-1019891,0, K: 12.0;P: 12.0;S: 12.0;O: 24.0
mp-1019893,0.3487, La: 6.0;Si: 12.0;N: 22.0
mp-1019895,0, La: 12.0;B: 4.0;N: 8.0;O: 12.0
mp-1019896,0.5154, La: 10.0;S: 8.0;N: 2.0;O: 4.0
mp-1019897,0.0089, La: 4.0;N: 4.0;O: 16.0
mp-1019967,0.0782, La: 4.0;Si: 12.0;N: 20.0
mp-1020011,0.5065, Li: 14.0;P: 2.0;N: 6.0;O: 3.0
mp-1020012,0, Li: 8.0;Ge: 16.0;O: 36.0
mp-1020014,0, Li: 12.0;B: 44.0;O: 72.0
mp-1020015,0, Li: 16.0;B: 24.0;P: 8.0;O: 64.0
mp-1020016,0.4449, Li: 4.0;Ca: 2.0;Mg: 1.0;Si: 2.0;N: 6.0
mp-1020022,0, Li: 6.0;B: 2.0;P: 4.0;O: 16.0
mp-1020024,0, Li: 24.0;B: 16.0;O: 36.0
mp-1020027,0, Li: 16.0;P: 8.0;O: 28.0
mp-1020030,0, Li: 4.0;Al: 4.0;Ge: 8.0;O: 24.0
mp-1020031,0, Li: 4.0;Ca: 4.0;Al: 4.0;N: 8.0
mp-1020056,0.0712, Li: 4.0;Ca: 12.0;Si: 8.0;N: 20.0
mp-1020057,0.3414, Li: 4.0;La: 4.0;O: 8.0
mp-1020058,0.0707, Mg: 12.0;N: 24.0;O: 72.0
mp-1020059,0, Li: 2.0;Ge: 4.0;N: 6.0
mp-1020107,0.2954, Li: 8.0;Ca: 8.0;Al: 24.0;N: 32.0
mp-1020108,0.3757, Li: 2.0;Ca: 2.0;Mg: 2.0;Si: 2.0;N: 6.0
mp-1020109,0, Li: 4.0;Mg: 12.0;P: 12.0;O: 44.0
mp-1020110,0.2164, Mg: 8.0;Si: 4.0;O: 16.0
mp-1020112,0, Mg: 4.0;Si: 2.0;O: 8.0
mp-1020114,0, Mg: 4.0;Si: 8.0;O: 20.0
mp-1020115,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020117,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020118,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020122,0, Mg: 2.0;S: 4.0;O: 14.0
mp-1020123,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020125,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020141,0, Na: 4.0;Al: 4.0;Si: 6.0;O: 20.0
mp-1020144,0, Na: 16.0;Be: 32.0;B: 32.0;O: 88.0
mp-1020145,0, Na: 8.0;Ge: 4.0;S: 24.0;O: 84.0
mp-1020146,0, Na: 4.0;Li: 2.0;B: 10.0;P: 4.0;O: 28.0
mp-1020159,0, Na: 8.0;Si: 4.0;S: 24.0;O: 84.0
mp-1020163,0, Na: 12.0;Li: 8.0;Al: 4.0;Si: 8.0;O: 32.0
mp-1020179,0.0337, Na: 48.0;Si: 16.0;O: 56.0
mp-1020193,0, K: 4.0;N: 4.0;O: 12.0
mp-1020361,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020578,0, Sr: 4.0;S: 3.0;O: 1.0
mp-1020587,0.4617, Sr: 8.0;Mg: 24.0;Si: 8.0;N: 32.0
mp-1020588,0.4252, Zr: 2.0;Si: 2.0;O: 8.0
mp-1020592,0, Sr: 8.0;Li: 4.0;Si: 8.0;N: 16.0;O: 2.0
mp-1020594,0, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020596,0.1891, Na: 2.0;Ga: 2.0;Ge: 4.0;O: 12.0
mp-1020598,0.0161, Y: 16.0;Si: 8.0;S: 12.0;O: 28.0
mp-1020608,0, Si: 2.0;P: 4.0;O: 14.0
mp-1020609,0, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020610,0, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020611,0, Sr: 4.0;Ge: 8.0;B: 8.0;O: 32.0
mp-1020612,0, Sr: 4.0;Si: 2.0;S: 16.0;O: 56.0
mp-1020613,0.0037, Rb: 40.0;Ga: 8.0;O: 32.0
mp-1020622,0.139, Sr: 2.0;Zr: 2.0;O: 6.0
mp-1020623,0.1504, Zn: 2.0;Si: 2.0;O: 6.0
mp-1020627,0.4542, Sr: 4.0;Li: 4.0;Al: 12.0;N: 16.0
mp-1020629,0, Sr: 4.0;Mg: 4.0;P: 12.0;N: 20.0;O: 8.0
mp-1020630,0.0015, Rb: 4.0;Na: 2.0;N: 6.0;O: 18.0
mp-1020631,0, Zn: 2.0;Ge: 2.0;O: 6.0
mp-1020632,0, Rb: 4.0;B: 12.0;O: 20.0
mp-1020636,0.0025, Zn: 16.0;Si: 8.0;O: 32.0
mp-1020646,0, Na: 2.0;Li: 4.0;B: 2.0;P: 4.0;O: 16.0
mp-1020658,0, Na: 2.0;B: 2.0;S: 4.0;O: 16.0
mp-1020662,0, Rb: 16.0;B: 8.0;S: 16.0;O: 68.0
mp-1020663,0, Si: 2.0;Ge: 4.0;N: 8.0
mp-1020666,0.059, Li: 8.0;P: 4.0;O: 14.0
mp-1020671,0, Y: 4.0;N: 12.0;O: 36.0
mp-1020703,0, Si: 2.0;Ge: 2.0;N: 4.0;O: 2.0
mp-1020709,0.0175, Sr: 10.0;Ga: 12.0;O: 28.0
mp-1020712,0.2533, Zn: 4.0;Si: 4.0;N: 8.0
mp-1020714,0.1643, Y: 16.0;Al: 4.0;Si: 4.0;N: 4.0;O: 32.0
mp-1020715,0.0786, Sr: 6.0;Y: 2.0;Al: 4.0;O: 15.0
mp-1020717,0.166, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020721,0, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020723,0, Sr: 16.0;Ga: 16.0;O: 40.0
mp-1020724,0, Na: 14.0;Al: 8.0;P: 18.0;O: 64.0
mp-1020739,0.1032, P: 4.0;S: 4.0;N: 36.0
mp-1020797,0, Y: 2.0;P: 6.0;O: 18.0
mp-1021328,0, H: 4.0;C: 1.0
mp-1021431,0.0506, Cs: 1.0;Na: 1.0;I: 1.0;Cl: 1.0
mp-1021504,0, Ba: 4.0;Nb: 2.0;Fe: 2.0;O: 12.0
mp-1021505,0, Ce: 1.0;P: 12.0;Os: 4.0
mp-1021511,0.0031, Cd: 1.0;S: 1.0
mp-1021512,0, Lu: 4.0;O: 12.0
mp-1021522,1.9191, V: 8.0;O: 16.0
mp-1022,0.1725, K: 2.0;S: 1.0
mp-10223,1.1792, Na: 4.0;Pd: 2.0;S: 4.0
mp-10226,1.1556, Na: 1.0;Y: 1.0;S: 2.0
mp-1022808,0, Ba: 8.0;Nb: 4.0;Fe: 4.0;O: 24.0
mp-10233,0, Ca: 8.0;B: 4.0;N: 8.0;F: 4.0
mp-10234,0, Sr: 8.0;B: 4.0;N: 8.0;F: 4.0
mp-1023900,0, Si: 4.0;S: 4.0
mp-1023923,0.0749, O: 6.0
mp-1023924,1.1062, Mo: 1.0;S: 2.0
mp-1023925,1.0597, W: 2.0;S: 4.0
mp-1023926,0, Te: 2.0;W: 1.0
mp-1023927,0, Te: 2.0;Mo: 1.0;W: 1.0;Se: 2.0
mp-1023928,0, Mo: 1.0;W: 1.0;Se: 4.0
mp-1023929,0, W: 2.0;Se: 2.0;S: 2.0
mp-1023930,0, Mo: 1.0;W: 1.0;Se: 2.0;S: 2.0
mp-1023933,0, W: 2.0;Se: 4.0
mp-1023934,0, Mo: 1.0;Se: 2.0
mp-1023935,0, Te: 2.0;Mo: 1.0
mp-1023936,0, W: 1.0;Se: 2.0
mp-1023937,0, W: 1.0;S: 2.0
mp-1023938,0, Te: 4.0;Mo: 2.0
mp-1023939,1.1053, Mo: 2.0;S: 4.0
mp-1023940,0, Mo: 2.0;Se: 4.0
mp-1023941,1.9927, Te: 4.0;Mo: 1.0;W: 1.0
mp-1023942,0, Te: 4.0;W: 2.0
mp-1023943,0, Te: 2.0;W: 2.0;Se: 2.0
mp-1023945,0, Te: 2.0;Mo: 1.0;W: 1.0;Se: 2.0
mp-1023948,0, Te: 2.0;Mo: 2.0;Se: 2.0
mp-1023953,0, Mo: 2.0;Se: 2.0;S: 2.0
mp-1023954,1.0971, Mo: 1.0;W: 1.0;S: 4.0
mp-1023955,0, Mo: 1.0;W: 1.0;Se: 2.0;S: 2.0
mp-10246,1.0881, Na: 4.0;Pt: 2.0;S: 4.0
mp-10250,0, Ba: 1.0;Li: 1.0;F: 3.0
mp-1025029,0, Pr: 2.0;H: 2.0;Se: 2.0
mp-10251,0, Li: 4.0;Dy: 4.0;O: 8.0
mp-1025115,0, Cd: 2.0;I: 2.0;Br: 2.0
mp-1025154,0.1195, U: 1.0;Tl: 2.0;O: 4.0
mp-1025163,0, Gd: 2.0;C: 1.0;N: 2.0;O: 2.0
mp-1025201,0, Rb: 2.0;Pd: 1.0;Cl: 4.0
mp-1025221,0, Zn: 1.0;N: 2.0;F: 4.0
mp-1025276,2.4797, Sm: 2.0;Al: 1.0;N: 1.0;O: 3.0
mp-1025277,2.4076, Pr: 2.0;Al: 1.0;N: 1.0;O: 3.0
mp-1025340,0.6283, Cu: 2.0;W: 1.0;Se: 4.0
mp-1025349,1.1437, Sr: 2.0;Zr: 1.0;O: 4.0
mp-1025351,1.7962, Sr: 4.0;Bi: 2.0;O: 1.0
mp-1025377,0, Cd: 1.0;Ag: 2.0;I: 4.0
mp-1025396,0, Nb: 1.0;Tl: 3.0;Se: 4.0
mp-1025439,0, Cs: 2.0;Cu: 2.0;C: 4.0
mp-1025456,0, Ca: 1.0;Zr: 1.0;F: 6.0
mp-1025461,0.3212, Pr: 2.0;Br: 2.0;O: 4.0
mp-1025509,0, Zr: 1.0;Zn: 1.0;F: 6.0
mp-1025511,0.3229, Nd: 2.0;Br: 2.0;O: 4.0
mp-1025522,0.4823, Th: 2.0;Te: 6.0
mp-1025549,0.5252, Tl: 3.0;V: 1.0;Se: 4.0
mp-1025567,0.303, Nb: 2.0;Cl: 4.0;O: 2.0
mp-1025571,1.059, W: 3.0;S: 6.0
mp-1025572,1.4842, W: 3.0;Se: 6.0
mp-1025573,1.9241, Te: 6.0;W: 3.0
mp-1025575,1.4847, Mo: 1.0;W: 2.0;Se: 6.0
mp-1025576,1.9881, Te: 6.0;Mo: 3.0
mp-1025577,0, W: 3.0;Se: 2.0;S: 4.0
mp-1025584,0, W: 3.0;Se: 2.0;S: 4.0
mp-1025588,0, W: 3.0;Se: 4.0;S: 2.0
mp-1025589,0, Mo: 1.0;W: 2.0;Se: 4.0;S: 2.0
mp-1025598,0, Te: 4.0;Mo: 1.0;W: 2.0;Se: 2.0
mp-1025599,0, W: 3.0;Se: 4.0;S: 2.0
mp-1025629,2.0289, Te: 6.0;Mo: 2.0;W: 1.0
mp-1025649,1.9489, Te: 6.0;Mo: 2.0;W: 1.0
mp-1025656,1.4684, Mo: 1.0;W: 2.0;Se: 4.0;S: 2.0
mp-1025663,0, Mo: 1.0;W: 2.0;Se: 2.0;S: 4.0
