mp-id, label, stoichiometry
mp-1008528,0, B: 2.0;As: 1.0;P: 1.0
mp-1008556,1, Al: 1.0;Ga: 1.0;N: 2.0
mp-1008557,1, Al: 1.0;B: 1.0;N: 2.0
mp-1008559,0, B: 2.0;P: 2.0
mp-1008561,0, Tm: 1.0;Tl: 1.0;Te: 2.0
mp-10086,1, Y: 2.0;S: 2.0;F: 2.0
mp-1008677,0, Ti: 1.0;O: 2.0
mp-1008680,0, Ti: 1.0;Ge: 1.0;Pt: 1.0
mp-1008786,0, Mg: 1.0;Te: 1.0
mp-1009082,1, Mg: 2.0;Sn: 2.0;As: 4.0
mp-1009083,1, Mg: 2.0;Sn: 2.0;P: 4.0
mp-1009084,0, Be: 2.0;Sn: 2.0;As: 4.0
mp-1009085,1, Be: 2.0;Si: 2.0;P: 4.0
mp-1009086,0, Be: 2.0;Sn: 2.0;P: 4.0
mp-1009087,1, Be: 2.0;Si: 2.0;As: 4.0
mp-1009088,0, Be: 2.0;Ge: 2.0;As: 4.0
mp-10091,0, K: 2.0;V: 2.0;Cu: 4.0;Se: 8.0
mp-1009127,0, Mg: 1.0;O: 1.0
mp-1009129,0, Mg: 1.0;O: 1.0
mp-1009490,1, O: 2.0
mp-10096,1, Na: 6.0;Sr: 6.0;Ga: 2.0;P: 8.0
mp-1009639,0, Pr: 1.0;N: 1.0
mp-10097,1, Na: 6.0;Sr: 6.0;Ga: 2.0;As: 8.0
mp-1009730,0, Ca: 2.0;Sn: 1.0
mp-1009733,0, Ca: 2.0;Si: 1.0
mp-1009746,1, Sc: 1.0;P: 1.0
mp-1009750,0, Sc: 1.0;N: 1.0
mp-1009755,0, Ca: 2.0;Ge: 1.0
mp-1009756,0, Ca: 2.0;Pb: 1.0
mp-1009813,1, Si: 1.0;Sn: 1.0
mp-1009819,0, Sr: 1.0;O: 1.0
mp-1009820,1, Sn: 1.0;C: 1.0
mp-10101,1, Cs: 2.0;Ag: 2.0;C: 4.0
mp-1011695,0, Cs: 2.0;Se: 1.0
mp-1011696,1, Cs: 8.0;Se: 4.0
mp-1012435,0, Pb: 2.0;S: 2.0
mp-1012551,1, Ba: 4.0;Br: 4.0;Cl: 4.0
mp-1012835,0, Sm: 2.0;Cu: 2.0;W: 4.0;O: 16.0
mp-1013527,0, Be: 2.0;Ge: 2.0;P: 4.0
mp-1013544,1, Ca: 3.0;Sb: 1.0;As: 1.0
mp-1013547,1, Ca: 3.0;P: 2.0
mp-1013548,1, Ca: 3.0;Sb: 1.0;N: 1.0
mp-1013550,1, Ca: 3.0;Sb: 1.0;P: 1.0
mp-1013554,1, Sr: 3.0;P: 1.0;N: 1.0
mp-1013555,1, Sr: 3.0;As: 1.0;N: 1.0
mp-1013588,1, Sr: 3.0;Sb: 1.0;P: 1.0
mp-1013726,1, Cd: 8.0;S: 2.0;F: 12.0
mp-1013730,1, Cd: 10.0;S: 8.0;Cl: 4.0
mp-1013737,1, Ba: 3.0;Sb: 1.0;P: 1.0
mp-1013750,1, Sn: 8.0;S: 2.0;F: 12.0
mp-1013760,0, Sn: 10.0;S: 8.0;Cl: 4.0
mp-1013898,0, Li: 2.0;Mo: 6.0;P: 6.0;O: 26.0
mp-1013911,0, Na: 8.0;Co: 4.0;P: 8.0;O: 28.0
mp-1014013,1, P: 4.0
mp-1014168,1, Cs: 2.0;Pb: 2.0;Br: 6.0
mp-1014204,0, Sn: 10.0;S: 8.0;Cl: 4.0
mp-1014244,0, Zr: 1.0;Zn: 1.0;N: 2.0
mp-1014251,0, Hf: 1.0;Zn: 1.0;N: 2.0
mp-10155,0, P: 8.0;Ir: 4.0
mp-10159,1, K: 3.0;Sb: 1.0
mp-1016092,1, Re: 16.0;O: 56.0
mp-1016108,0, Ti: 4.0;Zn: 4.0;N: 8.0
mp-1016120,0, K: 4.0;Mn: 4.0;O: 8.0
mp-1016152,0, Na: 4.0;Mn: 4.0;O: 8.0
mp-1016154,1, Mg: 4.0;Mn: 4.0;O: 8.0
mp-1016190,0, K: 4.0;Mn: 12.0;O: 24.0
mp-1016197,1, Mg: 2.0;Si: 2.0;As: 4.0
mp-1016200,1, Mg: 2.0;Ge: 2.0;As: 4.0
mp-10163,1, Na: 2.0;Al: 2.0;Te: 4.0
mp-10165,0, K: 2.0;Al: 2.0;Te: 4.0
mp-10166,0, Na: 2.0;Al: 2.0;Se: 4.0
mp-1016820,0, Mg: 1.0;Sn: 1.0;O: 3.0
mp-1016821,0, Ba: 1.0;Si: 1.0;O: 3.0
mp-1016825,0, Hf: 1.0;Mg: 1.0;O: 3.0
mp-1016827,0, Mg: 1.0;Ge: 1.0;O: 3.0
mp-1016830,0, Mg: 1.0;Ti: 1.0;O: 3.0
mp-1016873,0, Ca: 1.0;Hf: 1.0;O: 3.0
mp-1016879,0, Cd: 1.0;Si: 1.0;O: 3.0
mp-1016884,0, Ca: 1.0;Ge: 1.0;O: 3.0
mp-1016928,0, Mg: 1.0;Si: 1.0;O: 3.0
mp-1017000,0, Mg: 1.0;Zr: 1.0;O: 3.0
mp-1017439,0, Sr: 1.0;Si: 1.0;O: 3.0
mp-10175,0, K: 1.0;Cd: 1.0;F: 3.0
mp-1017508,0, Lu: 1.0;Tl: 1.0;Te: 2.0
mp-1017510,0, Mg: 2.0;Te: 2.0
mp-1017534,1, Zn: 1.0;Cd: 1.0;Se: 2.0
mp-1017539,1, Zn: 2.0;O: 2.0
mp-1017548,0, Ca: 1.0;Be: 2.0;P: 2.0
mp-1017552,0, Bi: 2.0;O: 3.0
mp-1017567,0, Hf: 2.0;S: 1.0;N: 2.0
mp-1017628,0, Mg: 1.0;Be: 2.0;P: 2.0
mp-1017988,1, Sr: 1.0;Ca: 1.0;O: 2.0
mp-1018025,0, Lu: 1.0;Ag: 1.0;O: 2.0
mp-1018030,1, Sr: 2.0;S: 1.0;O: 1.0
mp-1018031,0, K: 1.0;In: 1.0;O: 2.0
mp-1018033,0, Ag: 1.0;Rh: 1.0;O: 2.0
mp-1018040,1, Mg: 2.0;Se: 2.0
mp-1018049,0, La: 2.0;N: 2.0
mp-1018089,0, Ca: 1.0;Zn: 1.0;Se: 2.0
mp-1018096,1, Ba: 2.0;N: 1.0;F: 1.0
mp-1018097,0, Ba: 1.0;Ca: 1.0;O: 2.0
mp-1018098,1, Ba: 2.0;Br: 1.0;N: 1.0
mp-1018099,1, Ba: 2.0;N: 1.0;Cl: 1.0
mp-1018100,1, Al: 2.0;Sb: 2.0
mp-1018115,0, Pb: 2.0;S: 2.0
mp-10182,0, Li: 1.0;Zn: 1.0;P: 1.0
mp-1018275,0, Ga: 2.0;P: 2.0
mp-1018630,0, Ca: 1.0;Be: 2.0;As: 2.0
mp-1018639,0, Ti: 1.0;Sn: 1.0;O: 3.0
mp-1018650,1, Ba: 2.0;Cl: 1.0;F: 3.0
mp-1018659,0, Ce: 2.0;O: 4.0
mp-1018664,0, Ce: 2.0;O: 4.0
mp-1018678,1, Cs: 1.0;H: 1.0;S: 1.0;O: 3.0
mp-1018716,0, Hf: 2.0;N: 4.0
mp-1018719,0, Hf: 1.0;Ta: 1.0;N: 1.0;O: 3.0
mp-1018722,0, Hg: 3.0;Se: 3.0
mp-1018731,1, Ho: 2.0;S: 2.0;I: 2.0
mp-1018737,0, K: 2.0;Mg: 2.0;P: 2.0
mp-1018752,1, La: 2.0;Te: 2.0;Cl: 2.0
mp-1018766,0, Li: 3.0;La: 1.0;As: 2.0
mp-1018806,1, Mo: 2.0;Se: 2.0;S: 2.0
mp-1018807,0, Mo: 2.0;Se: 4.0
mp-1018809,0, Mo: 2.0;S: 4.0
mp-1018818,1, Nd: 2.0;Te: 2.0;Cl: 2.0
mp-1018888,0, Pd: 2.0;Cl: 4.0
mp-1018891,0, Pd: 2.0;Cl: 4.0
mp-1018941,1, Pr: 2.0;Te: 2.0;Cl: 2.0
mp-1019089,1, K: 2.0;Mg: 2.0;As: 2.0
mp-10191,1, Lu: 4.0;Mg: 2.0;Se: 8.0
mp-1019105,1, K: 2.0;Mg: 2.0;Bi: 2.0
mp-1019258,1, Sr: 2.0;F: 4.0
mp-1019322,0, Te: 4.0;W: 2.0
mp-1019378,1, Al: 3.0;Ga: 1.0;N: 4.0
mp-1019379,1, Al: 1.0;B: 3.0;N: 4.0
mp-1019380,1, Al: 3.0;B: 1.0;N: 4.0
mp-1019508,1, Al: 1.0;Ga: 3.0;N: 4.0
mp-1019510,1, Al: 16.0;P: 16.0;O: 64.0
mp-1019515,1, Ba: 12.0;Ga: 12.0;N: 20.0
mp-1019516,1, Ba: 32.0;Ga: 8.0;N: 24.0;O: 8.0
mp-1019517,0, Ba: 8.0;Mg: 2.0;Si: 4.0;N: 12.0
mp-1019520,0, Ba: 6.0;Ca: 4.0;Si: 4.0;N: 12.0
mp-1019521,0, Ba: 12.0;Mg: 4.0;Ge: 4.0;N: 16.0
mp-1019527,1, Ba: 12.0;Y: 8.0;B: 24.0;O: 60.0
mp-1019530,1, Ba: 8.0;P: 8.0;O: 28.0
mp-1019531,1, Ba: 2.0;Al: 4.0;Si: 6.0;N: 8.0;O: 8.0
mp-1019534,1, Ba: 4.0;Al: 16.0;O: 28.0
mp-1019537,0, Ba: 2.0;Al: 2.0;Si: 8.0;N: 10.0;O: 6.0
mp-1019541,1, Ba: 1.0;Ca: 3.0;O: 4.0
mp-1019542,1, Ba: 8.0;Ca: 8.0;B: 16.0;O: 40.0
mp-1019544,1, Ba: 2.0;Zr: 2.0;O: 6.0
mp-1019548,1, Ba: 4.0;Ge: 4.0;S: 24.0;O: 84.0
mp-1019550,1, Be: 4.0;Ge: 4.0;N: 8.0
mp-1019554,1, Ba: 4.0;Na: 4.0;B: 20.0;O: 36.0
mp-1019555,1, Ba: 2.0;Na: 2.0;Li: 6.0;B: 12.0;O: 24.0
mp-1019561,1, Ca: 4.0;Ge: 2.0;O: 8.0
mp-1019562,1, Ca: 4.0;Si: 2.0;O: 8.0
mp-1019563,1, Ca: 4.0;Si: 2.0;O: 8.0
mp-1019565,1, Ca: 12.0;Ga: 8.0;Ge: 12.0;O: 48.0
mp-1019566,0, Ca: 3.0;Zn: 1.0;Ge: 5.0;O: 14.0
mp-1019568,1, Ca: 4.0;Al: 8.0;Si: 4.0;O: 24.0
mp-1019576,1, Ca: 16.0;Si: 4.0;N: 16.0
mp-1019578,0, Ca: 10.0;Si: 4.0;N: 12.0
mp-1019579,0, Ca: 8.0;Mg: 24.0;Si: 8.0;N: 32.0
mp-1019583,1, Ca: 4.0;Al: 8.0;Si: 4.0;O: 24.0
mp-1019584,1, Ca: 4.0;Al: 8.0;Si: 4.0;O: 24.0
mp-1019589,0, Ce: 3.0;Zr: 5.0;O: 16.0
mp-1019591,1, Ce: 6.0;Zr: 2.0;O: 16.0
mp-1019595,1, Ce: 5.0;Zr: 3.0;O: 16.0
mp-1019596,0, Ce: 2.0;Zr: 2.0;O: 8.0
mp-1019600,0, Ce: 2.0;Zr: 6.0;O: 16.0
mp-1019601,0, Ce: 1.0;Zr: 7.0;O: 16.0
mp-1019603,1, Cs: 8.0;Ba: 4.0;P: 8.0;O: 28.0
mp-1019608,1, Cs: 24.0;B: 8.0;O: 24.0
mp-1019610,1, Cs: 16.0;Mg: 8.0;Si: 40.0;O: 96.0
mp-1019612,0, Cs: 16.0;Zn: 4.0;O: 12.0
mp-1019708,1, Cs: 4.0;Ba: 4.0;Li: 4.0;P: 8.0;O: 28.0
mp-1019713,1, Cs: 16.0;Si: 12.0;O: 32.0
mp-1019719,1, Cs: 8.0;Si: 16.0;B: 8.0;O: 48.0
mp-1019721,1, Cs: 16.0;Mg: 16.0;B: 16.0;O: 48.0
mp-1019723,0, Cs: 2.0;Zn: 8.0;B: 6.0;O: 18.0
mp-1019740,1, Ga: 1.0;B: 3.0;N: 4.0
mp-1019741,1, He: 8.0;Si: 8.0;O: 16.0
mp-1019742,1, He: 4.0;Si: 4.0;O: 8.0
mp-1019743,1, Ga: 3.0;B: 1.0;N: 4.0
mp-1019744,1, K: 4.0;Al: 4.0;Si: 6.0;O: 20.0
mp-1019745,1, K: 4.0;Ca: 6.0;Si: 6.0;O: 20.0
mp-1019775,0, K: 4.0;Ge: 2.0;S: 12.0;O: 42.0
mp-1019781,1, K: 4.0;Na: 6.0;P: 6.0;O: 20.0
mp-1019783,1, K: 16.0;S: 16.0;O: 24.0
mp-1019784,1, K: 8.0;S: 4.0;N: 8.0;O: 20.0
mp-1019789,1, K: 12.0;B: 4.0;S: 12.0;O: 48.0
mp-1019791,1, K: 4.0;Zn: 2.0;P: 8.0;O: 24.0
mp-1019796,1, K: 8.0;P: 4.0;O: 14.0
mp-1019802,1, K: 2.0;Al: 2.0;P: 8.0;O: 24.0
mp-1019804,1, K: 4.0;B: 4.0;S: 8.0;O: 32.0
mp-1019808,1, K: 6.0;Be: 12.0;B: 18.0;O: 42.0
mp-1019888,0, K: 1.0;Na: 2.0;B: 1.0;N: 2.0
mp-1019891,1, K: 12.0;P: 12.0;S: 12.0;O: 24.0
mp-1019893,0, La: 6.0;Si: 12.0;N: 22.0
mp-1019895,1, La: 12.0;B: 4.0;N: 8.0;O: 12.0
mp-1019896,0, La: 10.0;S: 8.0;N: 2.0;O: 4.0
mp-1019897,1, La: 4.0;N: 4.0;O: 16.0
mp-1019967,0, La: 4.0;Si: 12.0;N: 20.0
mp-1020011,0, Li: 14.0;P: 2.0;N: 6.0;O: 3.0
mp-1020012,1, Li: 8.0;Ge: 16.0;O: 36.0
mp-1020014,1, Li: 12.0;B: 44.0;O: 72.0
mp-1020015,1, Li: 16.0;B: 24.0;P: 8.0;O: 64.0
mp-1020016,0, Li: 4.0;Ca: 2.0;Mg: 1.0;Si: 2.0;N: 6.0
mp-1020022,1, Li: 6.0;B: 2.0;P: 4.0;O: 16.0
mp-1020024,1, Li: 24.0;B: 16.0;O: 36.0
mp-1020027,1, Li: 16.0;P: 8.0;O: 28.0
mp-1020030,1, Li: 4.0;Al: 4.0;Ge: 8.0;O: 24.0
mp-1020031,1, Li: 4.0;Ca: 4.0;Al: 4.0;N: 8.0
mp-1020056,0, Li: 4.0;Ca: 12.0;Si: 8.0;N: 20.0
mp-1020057,0, Li: 4.0;La: 4.0;O: 8.0
mp-1020058,0, Mg: 12.0;N: 24.0;O: 72.0
mp-1020059,1, Li: 2.0;Ge: 4.0;N: 6.0
mp-1020107,0, Li: 8.0;Ca: 8.0;Al: 24.0;N: 32.0
mp-1020108,0, Li: 2.0;Ca: 2.0;Mg: 2.0;Si: 2.0;N: 6.0
mp-1020109,1, Li: 4.0;Mg: 12.0;P: 12.0;O: 44.0
mp-1020110,0, Mg: 8.0;Si: 4.0;O: 16.0
mp-1020112,1, Mg: 4.0;Si: 2.0;O: 8.0
mp-1020114,1, Mg: 4.0;Si: 8.0;O: 20.0
mp-1020115,1, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020117,1, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020118,1, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020122,1, Mg: 2.0;S: 4.0;O: 14.0
mp-1020123,1, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020125,1, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020141,1, Na: 4.0;Al: 4.0;Si: 6.0;O: 20.0
mp-1020144,1, Na: 16.0;Be: 32.0;B: 32.0;O: 88.0
mp-1020145,1, Na: 8.0;Ge: 4.0;S: 24.0;O: 84.0
mp-1020146,1, Na: 4.0;Li: 2.0;B: 10.0;P: 4.0;O: 28.0
mp-1020159,1, Na: 8.0;Si: 4.0;S: 24.0;O: 84.0
mp-1020163,1, Na: 12.0;Li: 8.0;Al: 4.0;Si: 8.0;O: 32.0
mp-1020179,0, Na: 48.0;Si: 16.0;O: 56.0
mp-1020193,1, K: 4.0;N: 4.0;O: 12.0
mp-1020361,1, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020578,1, Sr: 4.0;S: 3.0;O: 1.0
mp-1020587,0, Sr: 8.0;Mg: 24.0;Si: 8.0;N: 32.0
mp-1020588,0, Zr: 2.0;Si: 2.0;O: 8.0
mp-1020592,1, Sr: 8.0;Li: 4.0;Si: 8.0;N: 16.0;O: 2.0
mp-1020594,1, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020596,0, Na: 2.0;Ga: 2.0;Ge: 4.0;O: 12.0
mp-1020598,1, Y: 16.0;Si: 8.0;S: 12.0;O: 28.0
mp-1020608,1, Si: 2.0;P: 4.0;O: 14.0
mp-1020609,1, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020610,1, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020611,1, Sr: 4.0;Ge: 8.0;B: 8.0;O: 32.0
mp-1020612,1, Sr: 4.0;Si: 2.0;S: 16.0;O: 56.0
mp-1020613,1, Rb: 40.0;Ga: 8.0;O: 32.0
mp-1020622,0, Sr: 2.0;Zr: 2.0;O: 6.0
mp-1020623,0, Zn: 2.0;Si: 2.0;O: 6.0
mp-1020627,0, Sr: 4.0;Li: 4.0;Al: 12.0;N: 16.0
mp-1020629,1, Sr: 4.0;Mg: 4.0;P: 12.0;N: 20.0;O: 8.0
mp-1020630,1, Rb: 4.0;Na: 2.0;N: 6.0;O: 18.0
mp-1020631,1, Zn: 2.0;Ge: 2.0;O: 6.0
mp-1020632,1, Rb: 4.0;B: 12.0;O: 20.0
mp-1020636,1, Zn: 16.0;Si: 8.0;O: 32.0
mp-1020646,1, Na: 2.0;Li: 4.0;B: 2.0;P: 4.0;O: 16.0
mp-1020658,1, Na: 2.0;B: 2.0;S: 4.0;O: 16.0
mp-1020662,1, Rb: 16.0;B: 8.0;S: 16.0;O: 68.0
mp-1020663,1, Si: 2.0;Ge: 4.0;N: 8.0
mp-1020666,0, Li: 8.0;P: 4.0;O: 14.0
mp-1020671,1, Y: 4.0;N: 12.0;O: 36.0
mp-1020703,1, Si: 2.0;Ge: 2.0;N: 4.0;O: 2.0
mp-1020709,1, Sr: 10.0;Ga: 12.0;O: 28.0
mp-1020712,0, Zn: 4.0;Si: 4.0;N: 8.0
mp-1020714,0, Y: 16.0;Al: 4.0;Si: 4.0;N: 4.0;O: 32.0
mp-1020715,0, Sr: 6.0;Y: 2.0;Al: 4.0;O: 15.0
mp-1020717,0, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020721,1, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020723,1, Sr: 16.0;Ga: 16.0;O: 40.0
mp-1020724,1, Na: 14.0;Al: 8.0;P: 18.0;O: 64.0
mp-1020739,0, P: 4.0;S: 4.0;N: 36.0
mp-1020797,1, Y: 2.0;P: 6.0;O: 18.0
mp-1021328,1, H: 4.0;C: 1.0
mp-1021431,0, Cs: 1.0;Na: 1.0;I: 1.0;Cl: 1.0
mp-1021504,1, Ba: 4.0;Nb: 2.0;Fe: 2.0;O: 12.0
mp-1021505,1, Ce: 1.0;P: 12.0;Os: 4.0
mp-1021511,1, Cd: 1.0;S: 1.0
mp-1021512,1, Lu: 4.0;O: 12.0
mp-1021522,0, V: 8.0;O: 16.0
mp-1022,0, K: 2.0;S: 1.0
mp-10223,0, Na: 4.0;Pd: 2.0;S: 4.0
mp-10226,0, Na: 1.0;Y: 1.0;S: 2.0
mp-1022808,1, Ba: 8.0;Nb: 4.0;Fe: 4.0;O: 24.0
mp-10233,1, Ca: 8.0;B: 4.0;N: 8.0;F: 4.0
mp-10234,1, Sr: 8.0;B: 4.0;N: 8.0;F: 4.0
mp-1023900,1, Si: 4.0;S: 4.0
mp-1023923,0, O: 6.0
mp-1023924,0, Mo: 1.0;S: 2.0
mp-1023925,0, W: 2.0;S: 4.0
mp-1023926,1, Te: 2.0;W: 1.0
mp-1023927,1, Te: 2.0;Mo: 1.0;W: 1.0;Se: 2.0
mp-1023928,1, Mo: 1.0;W: 1.0;Se: 4.0
mp-1023929,1, W: 2.0;Se: 2.0;S: 2.0
mp-1023930,1, Mo: 1.0;W: 1.0;Se: 2.0;S: 2.0
mp-1023933,1, W: 2.0;Se: 4.0
mp-1023934,1, Mo: 1.0;Se: 2.0
mp-1023935,1, Te: 2.0;Mo: 1.0
mp-1023936,1, W: 1.0;Se: 2.0
mp-1023937,1, W: 1.0;S: 2.0
mp-1023938,1, Te: 4.0;Mo: 2.0
mp-1023939,0, Mo: 2.0;S: 4.0
mp-1023940,1, Mo: 2.0;Se: 4.0
mp-1023941,0, Te: 4.0;Mo: 1.0;W: 1.0
mp-1023942,1, Te: 4.0;W: 2.0
mp-1023943,1, Te: 2.0;W: 2.0;Se: 2.0
mp-1023945,1, Te: 2.0;Mo: 1.0;W: 1.0;Se: 2.0
mp-1023948,1, Te: 2.0;Mo: 2.0;Se: 2.0
mp-1023953,1, Mo: 2.0;Se: 2.0;S: 2.0
mp-1023954,0, Mo: 1.0;W: 1.0;S: 4.0
mp-1023955,1, Mo: 1.0;W: 1.0;Se: 2.0;S: 2.0
mp-10246,0, Na: 4.0;Pt: 2.0;S: 4.0
mp-10250,1, Ba: 1.0;Li: 1.0;F: 3.0
mp-1025029,1, Pr: 2.0;H: 2.0;Se: 2.0
mp-10251,1, Li: 4.0;Dy: 4.0;O: 8.0
mp-1025115,1, Cd: 2.0;I: 2.0;Br: 2.0
mp-1025154,0, U: 1.0;Tl: 2.0;O: 4.0
mp-1025163,1, Gd: 2.0;C: 1.0;N: 2.0;O: 2.0
mp-1025201,1, Rb: 2.0;Pd: 1.0;Cl: 4.0
mp-1025221,1, Zn: 1.0;N: 2.0;F: 4.0
mp-1025276,0, Sm: 2.0;Al: 1.0;N: 1.0;O: 3.0
mp-1025277,0, Pr: 2.0;Al: 1.0;N: 1.0;O: 3.0
mp-1025340,0, Cu: 2.0;W: 1.0;Se: 4.0
mp-1025349,0, Sr: 2.0;Zr: 1.0;O: 4.0
mp-1025351,0, Sr: 4.0;Bi: 2.0;O: 1.0
mp-1025377,1, Cd: 1.0;Ag: 2.0;I: 4.0
mp-1025396,1, Nb: 1.0;Tl: 3.0;Se: 4.0
mp-1025439,1, Cs: 2.0;Cu: 2.0;C: 4.0
mp-1025456,1, Ca: 1.0;Zr: 1.0;F: 6.0
mp-1025461,0, Pr: 2.0;Br: 2.0;O: 4.0
mp-1025509,1, Zr: 1.0;Zn: 1.0;F: 6.0
mp-1025511,0, Nd: 2.0;Br: 2.0;O: 4.0
mp-1025522,0, Th: 2.0;Te: 6.0
mp-1025549,0, Tl: 3.0;V: 1.0;Se: 4.0
mp-1025567,0, Nb: 2.0;Cl: 4.0;O: 2.0
mp-1025571,0, W: 3.0;S: 6.0
mp-1025572,0, W: 3.0;Se: 6.0
mp-1025573,0, Te: 6.0;W: 3.0
mp-1025575,0, Mo: 1.0;W: 2.0;Se: 6.0
mp-1025576,0, Te: 6.0;Mo: 3.0
mp-1025577,1, W: 3.0;Se: 2.0;S: 4.0
mp-1025584,1, W: 3.0;Se: 2.0;S: 4.0
mp-1025588,1, W: 3.0;Se: 4.0;S: 2.0
mp-1025589,1, Mo: 1.0;W: 2.0;Se: 4.0;S: 2.0
mp-1025598,1, Te: 4.0;Mo: 1.0;W: 2.0;Se: 2.0
mp-1025599,1, W: 3.0;Se: 4.0;S: 2.0
mp-1025629,0, Te: 6.0;Mo: 2.0;W: 1.0
mp-1025649,0, Te: 6.0;Mo: 2.0;W: 1.0
mp-1025656,0, Mo: 1.0;W: 2.0;Se: 4.0;S: 2.0
mp-1025663,1, Mo: 1.0;W: 2.0;Se: 2.0;S: 4.0
mp-1025664,1, Te: 4.0;Mo: 2.0;W: 1.0;Se: 2.0
mp-1025675,1, Te: 4.0;Mo: 2.0;W: 1.0;Se: 2.0
mp-1025678,0, Te: 6.0;Mo: 1.0;W: 2.0
mp-1025682,1, Te: 4.0;Mo: 1.0;W: 2.0;Se: 2.0
mp-1025689,0, Mo: 1.0;W: 2.0;S: 6.0
mp-1025716,1, Mo: 1.0;W: 2.0;Se: 2.0;S: 4.0
mp-1025732,1, Te: 4.0;Mo: 1.0;W: 2.0;Se: 2.0
mp-1025733,0, Te: 4.0;Mo: 3.0;Se: 2.0
mp-1025740,1, Mo: 1.0;W: 2.0;Se: 4.0;S: 2.0
mp-1025748,1, Mo: 2.0;W: 1.0;Se: 4.0;S: 2.0
mp-1025787,0, Mo: 1.0;W: 2.0;Se: 6.0
mp-1025799,0, Mo: 3.0;Se: 6.0
mp-1025815,0, Mo: 2.0;W: 1.0;Se: 6.0
mp-1025816,1, Mo: 1.0;W: 2.0;Se: 4.0;S: 2.0
mp-1025819,1, Mo: 3.0;Se: 4.0;S: 2.0
