mp-id, label, stoichiometry
mp-1019896,1, La: 10.0;S: 8.0;N: 2.0;O: 4.0
mp-1019897,0.1246, La: 4.0;N: 4.0;O: 16.0
mp-1019967,1, La: 4.0;Si: 12.0;N: 20.0
mp-1020011,1, Li: 14.0;P: 2.0;N: 6.0;O: 3.0
mp-1020012,0, Li: 8.0;Ge: 16.0;O: 36.0
mp-1020014,0, Li: 12.0;B: 44.0;O: 72.0
mp-1020015,0, Li: 16.0;B: 24.0;P: 8.0;O: 64.0
mp-1020016,1, Li: 4.0;Ca: 2.0;Mg: 1.0;Si: 2.0;N: 6.0
mp-1020022,0, Li: 6.0;B: 2.0;P: 4.0;O: 16.0
mp-1020024,0, Li: 24.0;B: 16.0;O: 36.0
mp-1020027,0, Li: 16.0;P: 8.0;O: 28.0
mp-1020030,0, Li: 4.0;Al: 4.0;Ge: 8.0;O: 24.0
mp-1020031,0, Li: 4.0;Ca: 4.0;Al: 4.0;N: 8.0
mp-1020056,1, Li: 4.0;Ca: 12.0;Si: 8.0;N: 20.0
mp-1020057,1, Li: 4.0;La: 4.0;O: 8.0
mp-1020058,1, Mg: 12.0;N: 24.0;O: 72.0
mp-1020059,0, Li: 2.0;Ge: 4.0;N: 6.0
mp-1020107,1, Li: 8.0;Ca: 8.0;Al: 24.0;N: 32.0
mp-1020108,1, Li: 2.0;Ca: 2.0;Mg: 2.0;Si: 2.0;N: 6.0
mp-1020109,0, Li: 4.0;Mg: 12.0;P: 12.0;O: 44.0
mp-1020110,1, Mg: 8.0;Si: 4.0;O: 16.0
mp-1020112,0, Mg: 4.0;Si: 2.0;O: 8.0
mp-1020114,0, Mg: 4.0;Si: 8.0;O: 20.0
mp-1020115,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020117,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020118,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020122,0, Mg: 2.0;S: 4.0;O: 14.0
mp-1020123,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020125,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020141,0, Na: 4.0;Al: 4.0;Si: 6.0;O: 20.0
mp-1020144,0, Na: 16.0;Be: 32.0;B: 32.0;O: 88.0
mp-1020145,0, Na: 8.0;Ge: 4.0;S: 24.0;O: 84.0
mp-1020146,0, Na: 4.0;Li: 2.0;B: 10.0;P: 4.0;O: 28.0
mp-1020159,0, Na: 8.0;Si: 4.0;S: 24.0;O: 84.0
mp-1020163,0, Na: 12.0;Li: 8.0;Al: 4.0;Si: 8.0;O: 32.0
mp-1020179,0.4718, Na: 48.0;Si: 16.0;O: 56.0
mp-1020193,0, K: 4.0;N: 4.0;O: 12.0
mp-1020361,0, Mg: 16.0;Si: 16.0;O: 48.0
mp-1020578,0, Sr: 4.0;S: 3.0;O: 1.0
mp-1020587,1, Sr: 8.0;Mg: 24.0;Si: 8.0;N: 32.0
mp-1020588,1, Zr: 2.0;Si: 2.0;O: 8.0
mp-1020592,0, Sr: 8.0;Li: 4.0;Si: 8.0;N: 16.0;O: 2.0
mp-1020594,0, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020596,1, Na: 2.0;Ga: 2.0;Ge: 4.0;O: 12.0
mp-1020598,0.2254, Y: 16.0;Si: 8.0;S: 12.0;O: 28.0
mp-1020608,0, Si: 2.0;P: 4.0;O: 14.0
mp-1020609,0, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020610,0, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020611,0, Sr: 4.0;Ge: 8.0;B: 8.0;O: 32.0
mp-1020612,0, Sr: 4.0;Si: 2.0;S: 16.0;O: 56.0
mp-1020613,0.0518, Rb: 40.0;Ga: 8.0;O: 32.0
mp-1020622,1, Sr: 2.0;Zr: 2.0;O: 6.0
mp-1020623,1, Zn: 2.0;Si: 2.0;O: 6.0
mp-1020627,1, Sr: 4.0;Li: 4.0;Al: 12.0;N: 16.0
mp-1020629,0, Sr: 4.0;Mg: 4.0;P: 12.0;N: 20.0;O: 8.0
mp-1020630,0.021, Rb: 4.0;Na: 2.0;N: 6.0;O: 18.0
mp-1020631,0, Zn: 2.0;Ge: 2.0;O: 6.0
mp-1020632,0, Rb: 4.0;B: 12.0;O: 20.0
mp-1020636,0.035, Zn: 16.0;Si: 8.0;O: 32.0
mp-1020646,0, Na: 2.0;Li: 4.0;B: 2.0;P: 4.0;O: 16.0
mp-1020658,0, Na: 2.0;B: 2.0;S: 4.0;O: 16.0
mp-1020662,0, Rb: 16.0;B: 8.0;S: 16.0;O: 68.0
mp-1020663,0, Si: 2.0;Ge: 4.0;N: 8.0
mp-1020666,0.826, Li: 8.0;P: 4.0;O: 14.0
mp-1020671,0, Y: 4.0;N: 12.0;O: 36.0
mp-1020703,0, Si: 2.0;Ge: 2.0;N: 4.0;O: 2.0
mp-1020709,0.245, Sr: 10.0;Ga: 12.0;O: 28.0
mp-1020712,1, Zn: 4.0;Si: 4.0;N: 8.0
mp-1020714,1, Y: 16.0;Al: 4.0;Si: 4.0;N: 4.0;O: 32.0
mp-1020715,1, Sr: 6.0;Y: 2.0;Al: 4.0;O: 15.0
mp-1020717,1, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020721,0, Zn: 8.0;Si: 4.0;O: 16.0
mp-1020723,0, Sr: 16.0;Ga: 16.0;O: 40.0
mp-1020724,0, Na: 14.0;Al: 8.0;P: 18.0;O: 64.0
mp-1020739,1, P: 4.0;S: 4.0;N: 36.0
mp-1020797,0, Y: 2.0;P: 6.0;O: 18.0
mp-1021328,0, H: 4.0;C: 1.0
mp-1021431,0.7084, Cs: 1.0;Na: 1.0;I: 1.0;Cl: 1.0
mp-1021504,0, Ba: 4.0;Nb: 2.0;Fe: 2.0;O: 12.0
mp-1021505,0, Ce: 1.0;P: 12.0;Os: 4.0
mp-1021511,0.0434, Cd: 1.0;S: 1.0
mp-1021512,0, Lu: 4.0;O: 12.0
mp-1021522,1, V: 8.0;O: 16.0
mp-1022,1, K: 2.0;S: 1.0
mp-10223,1, Na: 4.0;Pd: 2.0;S: 4.0
mp-10226,1, Na: 1.0;Y: 1.0;S: 2.0
mp-1022808,0, Ba: 8.0;Nb: 4.0;Fe: 4.0;O: 24.0
mp-10233,0, Ca: 8.0;B: 4.0;N: 8.0;F: 4.0
mp-10234,0, Sr: 8.0;B: 4.0;N: 8.0;F: 4.0
mp-1023900,0, Si: 4.0;S: 4.0
mp-1023923,1, O: 6.0
mp-1023924,1, Mo: 1.0;S: 2.0
mp-1023925,1, W: 2.0;S: 4.0
mp-1023926,0, Te: 2.0;W: 1.0
mp-1023927,0, Te: 2.0;Mo: 1.0;W: 1.0;Se: 2.0
mp-1023928,0, Mo: 1.0;W: 1.0;Se: 4.0
mp-1023929,0, W: 2.0;Se: 2.0;S: 2.0
mp-1023930,0, Mo: 1.0;W: 1.0;Se: 2.0;S: 2.0
mp-1023933,0, W: 2.0;Se: 4.0
mp-1023934,0, Mo: 1.0;Se: 2.0
mp-1023935,0, Te: 2.0;Mo: 1.0
mp-1023936,0, W: 1.0;Se: 2.0
mp-1023937,0, W: 1.0;S: 2.0
mp-1023938,0, Te: 4.0;Mo: 2.0
mp-1023939,1, Mo: 2.0;S: 4.0
mp-1023940,0, Mo: 2.0;Se: 4.0
mp-1023941,1, Te: 4.0;Mo: 1.0;W: 1.0
mp-1023942,0, Te: 4.0;W: 2.0
mp-1023943,0, Te: 2.0;W: 2.0;Se: 2.0
mp-1023945,0, Te: 2.0;Mo: 1.0;W: 1.0;Se: 2.0
mp-1023948,0, Te: 2.0;Mo: 2.0;Se: 2.0
mp-1023953,0, Mo: 2.0;Se: 2.0;S: 2.0
mp-1023954,1, Mo: 1.0;W: 1.0;S: 4.0
mp-1023955,0, Mo: 1.0;W: 1.0;Se: 2.0;S: 2.0
mp-10246,1, Na: 4.0;Pt: 2.0;S: 4.0
mp-10250,0, Ba: 1.0;Li: 1.0;F: 3.0
mp-1025029,0, Pr: 2.0;H: 2.0;Se: 2.0
mp-10251,0, Li: 4.0;Dy: 4.0;O: 8.0
mp-1025115,0, Cd: 2.0;I: 2.0;Br: 2.0
mp-1025154,1, U: 1.0;Tl: 2.0;O: 4.0
mp-1025163,0, Gd: 2.0;C: 1.0;N: 2.0;O: 2.0
mp-1025201,0, Rb: 2.0;Pd: 1.0;Cl: 4.0
mp-1025221,0, Zn: 1.0;N: 2.0;F: 4.0
mp-1025276,1, Sm: 2.0;Al: 1.0;N: 1.0;O: 3.0
mp-1025277,1, Pr: 2.0;Al: 1.0;N: 1.0;O: 3.0
mp-1025340,1, Cu: 2.0;W: 1.0;Se: 4.0
mp-1025349,1, Sr: 2.0;Zr: 1.0;O: 4.0
mp-1025351,1, Sr: 4.0;Bi: 2.0;O: 1.0
mp-1025377,0, Cd: 1.0;Ag: 2.0;I: 4.0
mp-1025396,0, Nb: 1.0;Tl: 3.0;Se: 4.0
mp-1025439,0, Cs: 2.0;Cu: 2.0;C: 4.0
mp-1025456,0, Ca: 1.0;Zr: 1.0;F: 6.0
mp-1025461,1, Pr: 2.0;Br: 2.0;O: 4.0
mp-1025509,0, Zr: 1.0;Zn: 1.0;F: 6.0
mp-1025511,1, Nd: 2.0;Br: 2.0;O: 4.0
mp-1025522,1, Th: 2.0;Te: 6.0
mp-1025549,1, Tl: 3.0;V: 1.0;Se: 4.0
mp-1025567,1, Nb: 2.0;Cl: 4.0;O: 2.0
mp-1025571,1, W: 3.0;S: 6.0
mp-1025572,1, W: 3.0;Se: 6.0
mp-1025573,1, Te: 6.0;W: 3.0
mp-1025575,1, Mo: 1.0;W: 2.0;Se: 6.0
mp-1025576,1, Te: 6.0;Mo: 3.0
mp-1025577,0, W: 3.0;Se: 2.0;S: 4.0
mp-1025584,0, W: 3.0;Se: 2.0;S: 4.0
mp-1025588,0, W: 3.0;Se: 4.0;S: 2.0
mp-1025589,0, Mo: 1.0;W: 2.0;Se: 4.0;S: 2.0
mp-1025598,0, Te: 4.0;Mo: 1.0;W: 2.0;Se: 2.0
mp-1025599,0, W: 3.0;Se: 4.0;S: 2.0
mp-1025629,1, Te: 6.0;Mo: 2.0;W: 1.0
mp-1025649,1, Te: 6.0;Mo: 2.0;W: 1.0
mp-1025656,1, Mo: 1.0;W: 2.0;Se: 4.0;S: 2.0
mp-1025663,0, Mo: 1.0;W: 2.0;Se: 2.0;S: 4.0
mp-1025664,0, Te: 4.0;Mo: 2.0;W: 1.0;Se: 2.0
mp-1025675,0, Te: 4.0;Mo: 2.0;W: 1.0;Se: 2.0
mp-1025678,1, Te: 6.0;Mo: 1.0;W: 2.0
mp-1025682,0, Te: 4.0;Mo: 1.0;W: 2.0;Se: 2.0
mp-1025689,1, Mo: 1.0;W: 2.0;S: 6.0
mp-1025716,0, Mo: 1.0;W: 2.0;Se: 2.0;S: 4.0
mp-1025732,0, Te: 4.0;Mo: 1.0;W: 2.0;Se: 2.0
mp-1025733,1, Te: 4.0;Mo: 3.0;Se: 2.0
mp-1025740,0, Mo: 1.0;W: 2.0;Se: 4.0;S: 2.0
mp-1025748,0, Mo: 2.0;W: 1.0;Se: 4.0;S: 2.0
mp-1025787,1, Mo: 1.0;W: 2.0;Se: 6.0
mp-1025799,1, Mo: 3.0;Se: 6.0
mp-1025815,1, Mo: 2.0;W: 1.0;Se: 6.0
